0	2	1
0	9	1
0	83	1
0	72	1
0	61	1
0	38	1
0	33	1
0	76	1
0	80	1
0	27	1
0	17	1
0	40	1
0	67	1
0	24	1
0	74	1
0	69	1
0	84	1
0	58	1
0	70	1
0	16	1
0	91	1
0	59	1
0	4	1
0	21	1
0	86	1
0	25	1
0	20	1
0	43	1
0	28	1
0	39	1
0	98	1
0	22	1
0	57	1
0	93	1
0	60	1
0	47	1
0	54	1
0	5	1
0	34	1
0	65	1
0	66	1
0	15	1
0	29	1
0	44	1
0	52	1
0	50	1
0	42	1
0	92	1
0	14	1
0	75	1
0	49	1
0	53	1
1	32	1
1	90	1
1	53	1
1	48	1
1	63	1
1	55	1
1	28	1
1	4	1
1	94	1
1	18	1
1	77	1
1	11	1
1	39	1
1	87	1
1	17	1
1	5	1
1	67	1
1	65	1
1	81	1
1	84	1
1	10	1
1	64	1
1	42	1
1	70	1
1	85	1
1	41	1
1	2	1
1	43	1
1	60	1
1	1	1
1	7	1
1	40	1
1	80	1
1	58	1
1	27	1
1	29	1
1	68	1
1	97	1
1	96	1
1	69	1
1	49	1
1	19	1
1	91	1
1	9	1
1	0	1
1	66	1
1	51	1
1	59	1
2	47	1
2	50	1
2	79	1
2	86	1
2	53	1
2	16	1
2	15	1
2	94	1
2	81	1
2	24	1
2	29	1
2	54	1
2	31	1
2	23	1
2	59	1
2	41	1
2	37	1
2	89	1
2	76	1
2	78	1
2	61	1
2	25	1
2	56	1
2	11	1
2	52	1
2	70	1
2	10	1
2	17	1
2	96	1
2	33	1
2	18	1
2	71	1
2	42	1
2	48	1
2	49	1
2	21	1
2	35	1
2	40	1
2	83	1
2	6	1
2	28	1
2	22	1
2	9	1
2	55	1
2	73	1
3	18	1
3	87	1
3	22	1
3	42	1
3	40	1
3	85	1
3	98	1
3	55	1
3	53	1
3	67	1
3	35	1
3	83	1
3	61	1
3	7	1
3	78	1
3	32	1
3	27	1
3	76	1
3	48	1
3	90	1
3	41	1
3	46	1
3	16	1
3	36	1
3	56	1
3	2	1
3	92	1
3	77	1
3	38	1
3	24	1
3	4	1
3	52	1
3	60	1
3	74	1
3	72	1
3	12	1
3	65	1
3	47	1
3	44	1
3	71	1
3	58	1
3	34	1
3	73	1
3	54	1
3	15	1
3	26	1
3	33	1
3	97	1
3	79	1
3	1	1
3	23	1
3	25	1
3	99	1
3	28	1
4	20	1
4	87	1
4	40	1
4	85	1
4	90	1
4	77	1
4	29	1
4	71	1
4	52	1
4	54	1
4	98	1
4	55	1
4	36	1
4	24	1
4	10	1
4	50	1
4	56	1
4	6	1
4	2	1
4	39	1
4	38	1
4	31	1
4	93	1
4	96	1
4	86	1
4	92	1
4	68	1
4	67	1
4	80	1
4	22	1
4	37	1
4	89	1
4	70	1
4	74	1
4	72	1
4	3	1
4	75	1
4	81	1
4	73	1
4	84	1
4	26	1
4	42	1
4	7	1
4	58	1
4	88	1
5	31	1
5	9	1
5	68	1
5	72	1
5	36	1
5	19	1
5	99	1
5	87	1
5	24	1
5	66	1
5	32	1
5	37	1
5	47	1
5	20	1
5	62	1
5	93	1
5	91	1
5	30	1
5	60	1
5	18	1
5	27	1
5	21	1
5	92	1
5	29	1
5	40	1
5	67	1
5	75	1
5	12	1
5	86	1
5	11	1
5	84	1
5	34	1
5	8	1
5	73	1
5	46	1
5	63	1
5	77	1
5	89	1
5	7	1
5	26	1
5	15	1
5	28	1
5	52	1
5	50	1
5	23	1
6	44	1
6	62	1
6	50	1
6	70	1
6	12	1
6	54	1
6	13	1
6	46	1
6	35	1
6	96	1
6	38	1
6	88	1
6	93	1
6	16	1
6	22	1
6	61	1
6	30	1
6	9	1
6	68	1
6	48	1
6	81	1
6	66	1
6	72	1
6	85	1
6	53	1
6	89	1
6	24	1
6	4	1
6	69	1
6	41	1
6	67	1
6	42	1
6	47	1
6	27	1
6	55	1
6	29	1
6	76	1
6	59	1
6	26	1
6	87	1
6	84	1
6	20	1
6	10	1
6	39	1
6	2	1
7	48	1
7	24	1
7	2	1
7	25	1
7	57	1
7	79	1
7	69	1
7	20	1
7	78	1
7	17	1
7	61	1
7	77	1
7	35	1
7	90	1
7	91	1
7	41	1
7	44	1
7	85	1
7	3	1
7	80	1
7	60	1
7	72	1
7	55	1
7	19	1
7	7	1
7	86	1
7	21	1
7	16	1
7	31	1
7	81	1
7	14	1
7	15	1
7	99	1
7	5	1
7	58	1
7	62	1
7	53	1
7	40	1
7	46	1
7	87	1
7	10	1
7	22	1
7	68	1
7	47	1
7	30	1
8	82	1
8	47	1
8	59	1
8	69	1
8	42	1
8	73	1
8	39	1
8	7	1
8	61	1
8	65	1
8	89	1
8	14	1
8	40	1
8	56	1
8	98	1
8	68	1
8	24	1
8	11	1
8	84	1
8	5	1
8	21	1
8	64	1
8	6	1
8	58	1
8	97	1
8	76	1
8	38	1
8	93	1
8	62	1
8	15	1
8	54	1
8	2	1
8	52	1
8	22	1
8	55	1
8	25	1
8	60	1
8	88	1
8	51	1
8	74	1
8	46	1
8	26	1
8	86	1
8	4	1
8	90	1
8	50	1
8	96	1
8	83	1
9	8	1
9	31	1
9	36	1
9	32	1
9	2	1
9	43	1
9	91	1
9	86	1
9	76	1
9	77	1
9	78	1
9	25	1
9	15	1
9	69	1
9	45	1
9	93	1
9	99	1
9	21	1
9	14	1
9	16	1
9	87	1
9	42	1
9	79	1
9	81	1
9	74	1
9	41	1
9	94	1
9	73	1
9	67	1
9	85	1
9	70	1
9	10	1
9	49	1
9	6	1
9	80	1
9	57	1
9	63	1
9	65	1
9	11	1
9	56	1
9	48	1
9	23	1
9	5	1
9	53	1
9	60	1
9	19	1
9	88	1
9	28	1
9	82	1
9	22	1
9	29	1
9	26	1
9	20	1
9	84	1
9	90	1
9	50	1
10	54	1
10	49	1
10	23	1
10	57	1
10	88	1
10	77	1
10	39	1
10	63	1
10	73	1
10	36	1
10	79	1
10	17	1
10	60	1
10	78	1
10	44	1
10	19	1
10	40	1
10	96	1
10	82	1
10	31	1
10	22	1
10	74	1
10	76	1
10	61	1
10	18	1
10	11	1
10	14	1
10	55	1
10	98	1
10	67	1
10	51	1
10	38	1
10	99	1
10	25	1
10	84	1
10	94	1
10	24	1
10	3	1
10	58	1
10	97	1
10	80	1
10	43	1
10	6	1
10	37	1
10	66	1
10	86	1
10	83	1
10	85	1
10	4	1
10	56	1
11	14	1
11	56	1
11	29	1
11	42	1
11	43	1
11	38	1
11	79	1
11	85	1
11	0	1
11	44	1
11	48	1
11	13	1
11	83	1
11	68	1
11	11	1
11	18	1
11	23	1
11	88	1
11	96	1
11	54	1
11	87	1
11	34	1
11	2	1
11	28	1
11	26	1
11	67	1
11	30	1
11	39	1
11	37	1
11	65	1
11	3	1
11	4	1
11	80	1
11	8	1
11	41	1
11	77	1
11	90	1
11	59	1
11	64	1
11	66	1
11	40	1
11	35	1
11	51	1
11	69	1
11	5	1
11	12	1
11	32	1
11	31	1
11	58	1
11	27	1
11	6	1
11	73	1
11	21	1
11	82	1
11	91	1
12	81	1
12	99	1
12	54	1
12	41	1
12	55	1
12	71	1
12	29	1
12	62	1
12	88	1
12	4	1
12	98	1
12	14	1
12	20	1
12	28	1
12	8	1
12	0	1
12	34	1
12	80	1
12	10	1
12	26	1
12	38	1
12	19	1
12	39	1
12	42	1
12	43	1
12	66	1
12	32	1
12	35	1
12	23	1
12	53	1
12	46	1
12	56	1
12	6	1
12	64	1
12	24	1
12	92	1
12	73	1
12	3	1
12	13	1
12	30	1
12	9	1
12	44	1
12	65	1
12	91	1
12	58	1
12	82	1
12	37	1
12	63	1
12	97	1
12	94	1
12	78	1
12	84	1
12	86	1
12	76	1
12	59	1
12	5	1
12	16	1
12	57	1
12	25	1
12	61	1
12	15	1
13	2	1
13	23	1
13	60	1
13	36	1
13	80	1
13	53	1
13	82	1
13	86	1
13	73	1
13	12	1
13	14	1
13	79	1
13	51	1
13	24	1
13	31	1
13	61	1
13	43	1
13	37	1
13	30	1
13	21	1
13	6	1
13	85	1
13	4	1
13	28	1
13	47	1
13	54	1
13	34	1
13	10	1
13	39	1
13	72	1
13	27	1
13	52	1
13	44	1
13	50	1
13	68	1
13	76	1
13	66	1
13	63	1
13	49	1
13	45	1
13	87	1
13	29	1
13	81	1
13	92	1
13	41	1
13	55	1
13	35	1
14	26	1
14	52	1
14	89	1
14	3	1
14	6	1
14	85	1
14	1	1
14	91	1
14	97	1
14	87	1
14	69	1
14	7	1
14	59	1
14	90	1
14	47	1
14	37	1
14	15	1
14	81	1
14	18	1
14	62	1
14	10	1
14	95	1
14	49	1
14	86	1
14	19	1
14	28	1
14	77	1
14	2	1
14	96	1
14	54	1
14	43	1
14	61	1
14	4	1
14	39	1
14	67	1
14	8	1
14	53	1
14	66	1
14	38	1
14	42	1
14	32	1
14	9	1
14	84	1
14	17	1
15	82	1
15	70	1
15	34	1
15	54	1
15	85	1
15	69	1
15	18	1
15	9	1
15	78	1
15	91	1
15	95	1
15	15	1
15	3	1
15	21	1
15	19	1
15	64	1
15	51	1
15	89	1
15	96	1
15	40	1
15	45	1
15	6	1
15	88	1
15	50	1
15	73	1
15	37	1
15	83	1
15	26	1
15	92	1
15	59	1
15	35	1
15	25	1
15	75	1
15	94	1
15	93	1
15	36	1
15	90	1
15	56	1
15	53	1
15	11	1
15	42	1
15	72	1
15	29	1
15	71	1
15	17	1
15	76	1
15	30	1
15	14	1
15	27	1
15	99	1
15	4	1
16	23	1
16	37	1
16	46	1
16	25	1
16	55	1
16	15	1
16	93	1
16	98	1
16	78	1
16	1	1
16	68	1
16	18	1
16	83	1
16	13	1
16	32	1
16	61	1
16	47	1
16	57	1
16	30	1
16	74	1
16	7	1
16	10	1
16	66	1
16	54	1
16	79	1
16	38	1
16	0	1
16	80	1
16	72	1
16	4	1
16	84	1
16	50	1
16	96	1
16	56	1
16	17	1
16	91	1
16	43	1
16	41	1
16	59	1
16	44	1
16	19	1
16	69	1
16	16	1
16	64	1
16	34	1
16	87	1
16	62	1
16	63	1
16	52	1
16	3	1
16	70	1
16	90	1
17	23	1
17	18	1
17	93	1
17	37	1
17	45	1
17	76	1
17	99	1
17	47	1
17	78	1
17	38	1
17	11	1
17	29	1
17	86	1
17	17	1
17	30	1
17	73	1
17	81	1
17	84	1
17	64	1
17	98	1
17	61	1
17	13	1
17	31	1
17	39	1
17	53	1
17	5	1
17	95	1
17	75	1
17	32	1
17	63	1
17	46	1
17	96	1
17	65	1
17	67	1
17	59	1
17	8	1
17	1	1
17	41	1
17	20	1
17	77	1
17	42	1
17	58	1
17	19	1
17	90	1
17	74	1
17	3	1
17	72	1
17	22	1
17	71	1
17	88	1
18	54	1
18	63	1
18	10	1
18	69	1
18	98	1
18	34	1
18	65	1
18	93	1
18	49	1
18	14	1
18	84	1
18	23	1
18	8	1
18	40	1
18	17	1
18	60	1
18	51	1
18	95	1
18	81	1
18	0	1
18	61	1
18	91	1
18	70	1
18	76	1
18	43	1
18	74	1
18	48	1
18	94	1
18	41	1
18	87	1
18	1	1
18	42	1
18	21	1
18	79	1
18	59	1
18	32	1
18	18	1
18	75	1
18	46	1
18	88	1
18	78	1
18	6	1
18	39	1
18	30	1
18	52	1
18	15	1
18	16	1
18	26	1
18	11	1
19	35	1
19	18	1
19	77	1
19	65	1
19	82	1
19	10	1
19	17	1
19	73	1
19	87	1
19	42	1
19	71	1
19	9	1
19	46	1
19	86	1
19	6	1
19	50	1
19	39	1
19	40	1
19	49	1
19	22	1
19	80	1
19	70	1
19	8	1
19	57	1
19	88	1
19	66	1
19	91	1
19	75	1
19	2	1
19	98	1
19	34	1
19	67	1
19	25	1
19	76	1
19	58	1
19	61	1
19	72	1
19	13	1
19	23	1
19	53	1
19	12	1
19	37	1
19	15	1
19	99	1
19	63	1
19	7	1
19	3	1
20	33	1
20	40	1
20	95	1
20	19	1
20	14	1
20	16	1
20	51	1
20	53	1
20	36	1
20	17	1
20	22	1
20	67	1
20	9	1
20	13	1
20	54	1
20	23	1
20	7	1
20	60	1
20	77	1
20	34	1
20	0	1
20	83	1
20	29	1
20	72	1
20	27	1
20	96	1
20	86	1
20	66	1
20	38	1
20	1	1
20	75	1
20	84	1
20	49	1
20	61	1
20	20	1
20	71	1
20	43	1
20	21	1
20	48	1
20	92	1
20	46	1
20	80	1
20	91	1
20	3	1
20	26	1
20	31	1
20	74	1
20	47	1
20	6	1
20	62	1
20	64	1
20	32	1
20	88	1
20	28	1
20	12	1
20	5	1
21	96	1
21	27	1
21	47	1
21	73	1
21	58	1
21	18	1
21	46	1
21	67	1
21	51	1
21	50	1
21	20	1
21	14	1
21	94	1
21	99	1
21	80	1
21	34	1
21	43	1
21	65	1
21	29	1
21	55	1
21	11	1
21	63	1
21	16	1
21	48	1
21	97	1
21	57	1
21	98	1
21	70	1
21	44	1
21	60	1
21	90	1
21	23	1
21	22	1
21	82	1
21	93	1
21	30	1
21	21	1
21	32	1
21	13	1
21	81	1
21	28	1
21	36	1
21	79	1
21	19	1
21	41	1
21	6	1
21	84	1
21	52	1
21	91	1
21	95	1
21	74	1
21	17	1
21	72	1
21	75	1
22	64	1
22	1	1
22	29	1
22	83	1
22	91	1
22	46	1
22	93	1
22	52	1
22	75	1
22	77	1
22	45	1
22	94	1
22	40	1
22	76	1
22	6	1
22	73	1
22	28	1
22	60	1
22	48	1
22	50	1
22	42	1
22	22	1
22	30	1
22	33	1
22	26	1
22	95	1
22	84	1
22	85	1
22	57	1
22	27	1
22	14	1
22	36	1
22	74	1
22	51	1
22	72	1
22	35	1
22	43	1
22	19	1
22	39	1
22	87	1
22	70	1
22	18	1
22	47	1
22	81	1
22	80	1
22	34	1
22	5	1
22	9	1
22	68	1
22	82	1
23	16	1
23	78	1
23	41	1
23	32	1
23	24	1
23	77	1
23	51	1
23	68	1
23	36	1
23	35	1
23	3	1
23	6	1
23	84	1
23	42	1
23	45	1
23	29	1
23	89	1
23	76	1
23	59	1
23	70	1
23	94	1
23	48	1
23	61	1
23	57	1
23	2	1
23	67	1
23	83	1
23	98	1
23	19	1
23	13	1
23	72	1
23	30	1
23	18	1
23	56	1
23	9	1
23	99	1
23	79	1
23	55	1
23	37	1
23	74	1
23	71	1
23	46	1
23	23	1
23	14	1
23	80	1
23	20	1
23	86	1
23	90	1
23	62	1
23	60	1
23	4	1
23	43	1
23	47	1
23	92	1
23	12	1
24	62	1
24	83	1
24	46	1
24	60	1
24	53	1
24	93	1
24	85	1
24	29	1
24	24	1
24	35	1
24	69	1
24	99	1
24	36	1
24	49	1
24	70	1
24	71	1
24	6	1
24	3	1
24	38	1
24	74	1
24	96	1
24	65	1
24	40	1
24	26	1
24	23	1
24	18	1
24	56	1
24	81	1
24	0	1
24	13	1
24	44	1
24	64	1
24	33	1
24	16	1
24	31	1
24	48	1
24	8	1
24	77	1
24	63	1
24	42	1
24	28	1
24	39	1
24	45	1
24	87	1
24	37	1
24	95	1
24	98	1
24	51	1
24	80	1
24	54	1
24	91	1
24	2	1
24	94	1
24	1	1
24	59	1
24	72	1
24	17	1
24	79	1
24	22	1
25	23	1
25	54	1
25	6	1
25	18	1
25	9	1
25	89	1
25	38	1
25	93	1
25	70	1
25	32	1
25	85	1
25	45	1
25	25	1
25	71	1
25	81	1
25	16	1
25	30	1
25	50	1
25	41	1
25	39	1
25	43	1
25	86	1
25	20	1
25	60	1
25	82	1
25	56	1
25	15	1
25	26	1
25	90	1
25	1	1
25	97	1
25	19	1
25	76	1
25	12	1
25	98	1
25	78	1
25	80	1
25	74	1
25	84	1
25	69	1
25	73	1
25	79	1
25	49	1
25	10	1
25	91	1
26	92	1
26	76	1
26	66	1
26	80	1
26	91	1
26	42	1
26	25	1
26	21	1
26	95	1
26	85	1
26	6	1
26	10	1
26	99	1
26	68	1
